empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3696.65,56.87,1056.1,16.25,761.32,11.71
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3425.28,65.87,1690.26,32.51,965.25,18.56
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4510.12,82.0,1109.96,20.18,707.64,12.87
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,4253.0,73.33,1277.42,22.02,1726.81,29.77
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3897.42,67.2,1138.44,19.63,1051.12,18.12
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4131.12,76.5,1163.18,21.54,825.45,15.29
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4099.52,68.33,678.51,11.31,1097.26,18.29
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,3657.8,66.51,812.3,14.77,636.1,11.57
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4390.18,69.32,1300.1,20.53,1845.14,29.13
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4635.14,79.46,1548.38,26.54,1293.6,22.18
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4009.29,63.3,842.64,13.3,1980.36,31.27
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4623.79,72.25,1341.8,20.97,747.28,11.68
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,2766.36,61.47,1075.52,23.9,242.64,5.39
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4597.51,79.27,1151.57,19.85,771.54,13.3
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SOJA                                    ,4744,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,3939.88,82.08,1082.18,22.55,372.96,7.77
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SORGO GRANIFERO                         ,4745,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,2363.36,39.39,1002.29,16.7,765.14,12.75
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SORGO GRANIFERO                         ,4745,TODAS                                   ,MG,UBERABA-MG                                        ,3170107,60 kg   ,1729.42,25.94,676.11,10.14,951.15,14.27
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,SORGO GRANIFERO                         ,4745,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,1437.38,44.23,414.27,12.75,400.24,12.32
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,9138.88,76.16,2859.59,23.83,2444.83,20.37
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,7079.16,83.28,1527.64,17.97,4406.5,51.84
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2581.89,59.58,972.04,22.43,1102.73,25.45
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,PR,CASCAVEL-PR                                       ,4104808,60 kg   ,3842.92,65.88,1436.62,24.63,2175.29,37.29
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,3906.86,73.25,1344.37,25.21,1594.25,29.89
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4069.72,69.77,876.59,15.03,2057.6,35.27
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,3784.25,75.69,1969.35,39.39,3038.69,60.77
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,3525.21,78.34,1134.83,25.22,733.58,16.3
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,4550.39,79.83,1359.57,23.85,1442.51,25.31
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4307.2,75.56,1394.55,24.47,821.06,14.4
AGRICULTURA EMPRESARIAL                 ,2024,11,202411,TRIGO                                   ,11152,TODAS                                   ,SP,ITAPEVA-SP                                        ,3522406,60 kg   ,3578.56,61.35,1387.45,23.78,648.71,11.12
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,14583.32,125.32,1656.7,13.47,2484.5,20.2
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,11104.97,93.68,1168.99,9.28,963.13,7.64
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,13279.52,110.66,2814.72,23.46,1957.86,16.32
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,11913.03,101.86,1230.63,10.01,1157.63,9.41
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,8508.69,82.87,1858.95,16.9,2319.58,21.09
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,10453.85,100.35,1280.0,11.64,1306.81,11.88
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,4685,TODAS                                   ,MA,SÃO MATEUS DO MARANHÃO-MA                         ,2111508,50 kg   ,6802.88,85.04,636.61,7.96,256.13,3.2
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4619.48,85.28,2497.16,46.1,2744.56,50.67
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,11159,TODAS                                   ,RS,CACHOEIRA DO SUL-RS                               ,4303004,50 kg   ,8589.91,57.27,3548.81,23.66,1268.54,8.46
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,9146.29,57.16,3322.87,20.77,598.25,3.74
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,9164.96,61.1,3708.95,24.73,712.8,4.75
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,11159,TODAS                                   ,RS,URUGUAIANA-RS                                     ,4322400,50 kg   ,8515.47,48.38,2785.81,15.83,1015.79,5.77
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,ARROZ                                   ,4685,TODAS                                   ,TO,LAGOA DA CONFUSÃO-TO                              ,1711902,60 kg   ,6992.93,69.93,1805.53,18.06,517.35,5.17
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,BORRACHA NATURAL                        ,11454,TODAS                                   ,ES,VITÓRIA-ES                                        ,3205309,kg      ,5133.84,3.41,743.74,0.49,3683.25,2.44
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,BORRACHA NATURAL                        ,14156,TODAS                                   ,GO,GOIANÉSIA-GO                                      ,5208608,kg      ,23131.32,5.93,2334.86,0.6,2460.86,0.63
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,BORRACHA NATURAL                        ,11454,TODAS                                   ,MG,PRATA-MG                                          ,3152808,kg      ,15846.37,4.72,2870.47,0.85,2259.86,0.67
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,BORRACHA NATURAL                        ,11454,TODAS                                   ,SP,SÃO JOSÉ DO RIO PRETO-SP                          ,3549805,kg      ,15017.24,6.19,3395.37,1.4,3353.61,1.38
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,CAFE                                    ,7498,TODAS                                   ,BA,LUÍS EDUARDO MAGALHÃES-BA                         ,2919553,60 kg   ,19593.62,391.87,4157.21,83.14,5357.48,107.15
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,CAFE                                    ,7498,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,22707.31,425.76,7743.49,145.19,3999.45,74.99
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,CAFE                                    ,7498,TODAS                                   ,MG,PATROCÍNIO-MG                                     ,3148103,60 kg   ,20645.19,737.33,6399.87,228.57,4076.42,145.59
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,CAFE                                    ,7498,TODAS                                   ,SP,FRANCA-SP                                         ,3516200,60 kg   ,20533.96,684.47,2381.72,79.39,5170.57,172.35
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,4669.81,126.21,856.59,23.15,733.14,19.81
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,7391.505,173.805,1363.1,32.415,944.35,22.62
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,7708.09,164.0,2739.32,58.28,2027.8,43.14
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5280.39,137.75,1515.12,39.52,1734.6,45.25
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,8864.35,193.4,2460.2,53.68,3167.42,69.11
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,BA,BARREIRAS-BA                                      ,2903201,60 kg   ,8585.84,52.35,1508.16,9.2,1991.49,12.14
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,CE,CRATEÚS-CE                                        ,2304103,60 kg   ,1645.36,54.85,234.63,7.82,144.66,4.82
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3044.28,38.05,641.71,8.02,672.8,8.41
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3960.68,39.61,969.69,9.7,799.13,7.99
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2771.17,39.12,792.76,11.19,876.73,12.38
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4687.97,46.88,870.76,8.71,750.65,7.51
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,4209.67,42.1,207.92,2.08,1937.85,19.38
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,3031.67,35.67,642.9,7.56,1782.99,20.98
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3350.2,33.5,1115.67,11.16,1193.17,11.93
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,3837.21,38.37,1104.63,11.05,2257.55,22.58
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,3541.96,35.42,574.63,5.75,1441.13,14.41
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,3709.33,30.91,515.95,4.3,251.51,2.1
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,6113.36,43.67,927.7,6.63,711.05,5.08
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4938.92,45.59,910.99,8.41,2209.95,20.4
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4599.01,48.41,1581.22,16.64,1318.53,13.88
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,9075.79,45.38,2182.83,10.91,1380.18,6.9
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,4849.15,48.42,1255.4,12.55,2632.6,26.33
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,8149.74,50.94,1451.67,9.07,1495.48,9.35
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5947.6,44.77,1278.78,9.63,811.23,6.11
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,1ª SAFRA                                ,SC,CAMPOS NOVOS-SC                                   ,4203600,60 kg   ,9128.99,50.72,2294.13,12.75,1827.18,10.15
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,MILHO                                   ,4742,2ª SAFRA                                ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,3842.54,48.03,389.38,4.87,453.86,5.67
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,RAIZ DE MANDIOCA                        ,14214,TODAS                                   ,MS,IVINHEMA-MS                                       ,5004700,t       ,13095.99,523.84,3466.57,138.66,439.8,17.59
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,RAIZ DE MANDIOCA                        ,14214,TODAS                                   ,PR,PARANAVAÍ-PR                                      ,4118402,t       ,13696.965,546.805,8235.645,342.62,554.77,23.01
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,60 kg   ,4430.83,72.64,968.98,15.89,1779.08,29.17
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3360.49,61.1,889.76,16.18,434.75,7.9
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3876.46,59.64,947.48,14.58,778.95,11.98
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3778.88,72.67,1691.91,32.54,1005.54,19.34
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4577.73,83.23,1112.78,20.23,828.33,15.06
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,4364.87,75.26,1266.22,21.83,1825.4,31.47
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3840.25,66.21,1148.39,19.8,1102.39,19.01
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4158.84,77.02,1066.12,19.74,871.22,16.13
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4118.58,68.64,636.65,10.61,1145.74,19.1
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,3582.98,65.15,939.03,17.07,725.61,13.19
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4442.53,70.15,1231.42,19.44,1934.27,30.54
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4584.69,78.59,1557.88,26.71,1374.87,23.57
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4468.38,70.55,843.41,13.32,2069.4,32.67
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4667.58,72.93,1406.43,21.98,841.03,13.14
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,2768.77,61.53,1079.56,23.99,255.1,5.67
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4668.36,80.49,1161.91,20.03,825.67,14.24
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SOJA                                    ,4744,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,4014.1,83.63,1084.44,22.59,394.48,8.22
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SORGO GRANIFERO                         ,4745,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,60 kg   ,1645.29,27.42,437.91,7.3,962.22,16.04
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SORGO GRANIFERO                         ,4745,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,2428.46,40.47,902.55,15.04,786.76,13.11
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SORGO GRANIFERO                         ,4745,TODAS                                   ,MG,UBERABA-MG                                        ,3170107,60 kg   ,1712.33,25.68,695.54,10.43,993.16,14.9
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,SORGO GRANIFERO                         ,4745,TODAS                                   ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,1468.9,45.2,415.36,12.78,424.72,13.07
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,9989.82,83.25,3064.44,25.54,2634.86,21.96
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2611.34,60.26,885.27,20.43,1156.56,26.69
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,PR,CASCAVEL-PR                                       ,4104808,60 kg   ,3999.32,68.56,1396.61,23.94,2271.87,38.95
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4494.41,77.05,906.41,15.54,2164.31,37.1
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,3823.79,76.48,2045.68,40.91,3201.82,64.04
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,3539.31,78.65,1170.16,26.0,813.44,18.08
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,4641.43,81.43,1375.86,24.14,1526.63,26.78
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4380.8,76.86,1394.91,24.47,871.23,15.28
AGRICULTURA EMPRESARIAL                 ,2025,3,202503,TRIGO                                   ,11152,TODAS                                   ,SP,ITAPEVA-SP                                        ,3522406,60 kg   ,3700.19,63.43,1242.06,21.29,710.61,12.18
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,10890.79,363.03,1028.13,34.27,842.17,28.08
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7090,TODAS                                   ,ES,PINHEIROS-ES                                      ,3204104,60 kg   ,13611.16,209.4,818.82,12.6,644.18,9.9
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7498,TODAS                                   ,MG,MANHUAÇU-MG                                       ,3139409,60 kg   ,13472.63,384.9,1656.5,47.33,881.54,25.18
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,12231.73,359.76,2112.86,62.14,1691.44,49.75
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7090,TODAS                                   ,RO,CACOAL-RO                                         ,1100049,60 kg   ,10079.41,155.08,1088.38,16.74,836.13,12.87
AGRICULTURA FAMILIAR                    ,2018,3,201803,CAFE                                    ,7090,TODAS                                   ,RO,NOVA BRASILÂNDIA D'OESTE-RO                       ,1100148,60 kg   ,9752.75,139.31,812.44,11.6,675.49,9.65
AGRICULTURA FAMILIAR                    ,2018,3,201803,MILHO                                   ,4742,1ª SAFRA                                ,RS,CANGUÇU-RS                                        ,4304507,60 kg   ,1308.21,19.63,490.67,7.36,276.12,4.14
AGRICULTURA FAMILIAR                    ,2018,3,201803,TANGERINA                               ,5983,TODAS                                   ,RS,MONTENEGRO-RS                                     ,4312401,24 kg   ,4768.505,5.72,2063.355,1.615,1468.745,1.12
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,11563.16,385.44,1047.45,34.91,760.16,25.34
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7090,TODAS                                   ,ES,JAGUARÉ-ES                                        ,3203056,60 kg   ,11187.54,203.4,1086.55,19.75,1107.89,20.15
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7090,TODAS                                   ,ES,PINHEIROS-ES                                      ,3204104,60 kg   ,14373.33,221.14,780.67,12.02,487.96,7.51
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7498,TODAS                                   ,MG,MANHUAÇU-MG                                       ,3139409,60 kg   ,17576.53,502.16,1727.92,49.37,797.91,22.8
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7498,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,12229.25,359.69,2113.02,62.14,1524.18,44.83
AGRICULTURA FAMILIAR                    ,2018,7,201807,CAFE                                    ,7090,TODAS                                   ,RO,NOVA BRASILÂNDIA D'OESTE-RO                       ,1100148,60 kg   ,13538.61,193.42,800.32,11.43,609.43,8.71
AGRICULTURA FAMILIAR                    ,2018,8,201808,UVA                                     ,11144,TODAS                                   ,RS,FLORES DA CUNHA-RS                                ,4308201,kg      ,20472.74,1.03,3576.7,0.18,1128.28,0.06
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7498,TODAS                                   ,BA,BARRA DO CHOÇA-BA                                 ,2902906,60 kg   ,11566.08,385.55,1051.79,35.06,699.24,23.3
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7090,TODAS                                   ,ES,JAGUARÉ-ES                                        ,3203056,60 kg   ,10716.45,194.86,1043.0,18.96,1054.87,19.18
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7090,TODAS                                   ,ES,PINHEIROS-ES                                      ,3204104,60 kg   ,15719.73,241.81,746.53,11.5,31.69,0.49
AGRICULTURA FAMILIAR                    ,2018,11,201811,CAFE                                    ,7498,TODAS                                   ,ES,VENDA NOVA DO IMIGRANTE-ES                        ,3205069,60 kg   ,10819.36,309.16,750.87,21.45,1571.05,44.89
